Ref Number,Date/time received,Page Title,Page URL,Y/N,What's wrong,Details,Topic,Personal info (Y/N),Notes,Blank,Test - auto-topic generator
06/20-2028,Tue Jun 09 2020 13:29:51 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Other symptoms and how to lessen discomfort,Symptoms,,,,
06/20-2029,Tue Jun 09 2020 13:33:24 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The information isn’t clear,,No details,,,,
06/20-2030,Tue Jun 09 2020 13:37:44 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,can we have social gatherings of 10 or less on June 14,,,,,
06/20-2031,Tue Jun 09 2020 14:01:40 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Y-a-t'il une relation entre la covid-19 et la constipation?,,,,,
06/20-2032,Tue Jun 09 2020 14:07:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
06/20-2033,Tue Jun 09 2020 14:17:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,What are the next steps if I suspect corona. Do I call the nurses line etc.?,,,,,
06/20-2034,Tue Jun 09 2020 14:17:37 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,Une personne qui est dans la periode d'incubation peut transmettre le virus à d'autres personnes?,,,,,
06/20-2035,Tue Jun 09 2020 14:19:06 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,The symptom can be running nose ?,Symptoms,,,,
06/20-2036,Tue Jun 09 2020 14:22:04 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,I was looking for additional symptoms of covid19,Symptoms,,,,
06/20-2037,Tue Jun 09 2020 14:47:52 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,What treatments are covid19 patients receiving right now?,Treatment,,,,
06/20-2038,Tue Jun 09 2020 14:52:39 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,,No details,,,,
06/20-2039,Tue Jun 09 2020 15:52:01 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,Travel in canada,,,,,
06/20-2040,Tue Jun 09 2020 15:54:58 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,"Bonjour, Pour la quarantaine, elle s'applique jusqu'à quand ?",Quarantine isolation self-isolation,,,,
06/20-2041,Tue Jun 09 2020 16:47:15 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
06/20-2042,Tue Jun 09 2020 16:54:07 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,I’m not in the right place,,No details,,,,
06/20-2043,Tue Jun 09 2020 17:15:34 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
06/20-2044,Tue Jun 09 2020 17:15:40 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,I’m not in the right place,Article sur le deconfinement,,,,,
06/20-2045,Tue Jun 09 2020 17:20:38 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,Je veux faire une demande en ligne pour la pcu,Financial support,,,,
06/20-2046,Tue Jun 09 2020 17:21:00 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
06/20-2047,Tue Jun 09 2020 17:58:23 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Asymptomatique!pour combien de temps pwuvent ils transmettre le virus?,,,,,
06/20-2048,Tue Jun 09 2020 18:02:38 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,what if I cannot wear a mask?,,,,,
06/20-2049,Tue Jun 09 2020 18:06:36 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The information isn’t clear,What if a family member is returning from travel? Does the whole family need to isolate or just that one member who has returned?,,,,,
06/20-2050,Tue Jun 09 2020 18:11:25 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"I wear a mask at grocery store, but staff don't. I am disgusted asked staff at 2 stores why they don't and answer is it's not mandated by government So why am I protecting them by wearing a mask and they refuse. Safeway grocery and liquor store and Home Hardware. They r 3 I have been to.",,,,,
06/20-2051,Tue Jun 09 2020 18:42:25 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
06/20-2052,Tue Jun 09 2020 19:02:42 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
06/20-2053,Tue Jun 09 2020 19:13:33 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,Other reason,quelqu'un qui crache du 3ieme étage balcon quel dans danger pour que les gouttes restent dans l'air et combien de temps. De meme pour les trottoirs,,,,,
06/20-2054,Tue Jun 09 2020 19:15:12 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Provincial states,,,,,
06/20-2055,Tue Jun 09 2020 19:18:29 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,How long after you have been infected (hours?) will it take to test positive?,Testing,,,,
06/20-2056,Tue Jun 09 2020 19:19:26 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
06/20-2057,Tue Jun 09 2020 20:20:12 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,trying to fill out e.i application currently off isolated c19,,,,,
06/20-2058,Tue Jun 09 2020 20:45:20 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,where are outbreaks in Calgary area for screening patients,,,,,
06/20-2059,Tue Jun 09 2020 20:58:03 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,can covid spread through h-vac systems or air conditioners?,,,,,
06/20-2060,Tue Jun 09 2020 21:12:30 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,assessment link,,,,,
06/20-2061,Tue Jun 09 2020 21:15:00 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,how many tests are required if you tested positive for COVID-19,Testing,,,,
06/20-2062,Tue Jun 09 2020 21:58:59 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
06/20-2063,Tue Jun 09 2020 22:14:26 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,How does a person get covid19,,,,,
06/20-2064,Tue Jun 09 2020 22:14:30 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,I want all the symptoms of COVID-19,Sumptoms,,,,
06/20-2065,Tue Jun 09 2020 22:30:06 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,J ai été en présence d'un cas suspecté de Covid 19 ....Je fous rester combien de temps confiné?,,,,,
06/20-2066,Tue Jun 09 2020 22:30:54 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Comment se faire tester pour savoir si on a la Covid?,,,,,
06/20-2067,Tue Jun 09 2020 22:40:58 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,How long to get results from covid test,Testing,,,,
06/20-2068,Tue Jun 09 2020 23:05:13 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,,No details,,,,
06/20-2069,Tue Jun 09 2020 23:22:33 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Exercise,,,,,
06/20-2070,Tue Jun 09 2020 23:50:41 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Est-ce que le manque de goût fait partie des symptômes je sens la nourriture mais ne la goûte pas. Et j’ai été testé négatif,,,,,
06/20-2071,Wed Jun 10 2020 00:21:32 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,Looking for my test results,,,,,
06/20-2072,Wed Jun 10 2020 00:24:48 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Looking for the actual Temperature thresholds for Covid 19,,,,,
